Source	Precision	Recall	Fmeasure	ErrorRate	MAD	MNAD
barchart	0.6832191780821918	0.6808873720136519	0.6820512820512822	0.3191126279863481	4.39263552E8	6.552231752721127E-7
hpcwire	0.7670011148272018	0.5870307167235495	0.6650555824069598	0.41296928327645055	1362385.875	8.701775868757977E-7
stocktwits	0.2080536912751678	0.052901023890784986	0.08435374149659865	0.947098976109215	NaN	NaN
tickerspy	0.7688723205964585	0.7039249146757679	0.7349665924276169	0.2960750853242321	5.15391392E8	1.4301162082119845E-5
investopedia	0.6016096579476862	0.2551194539249147	0.3582983822648293	0.7448805460750854	NaN	NaN
thestree	0.8818283166109253	0.6749146757679181	0.7646205896568391	0.3250853242320819	2.70670944E8	1.0701700375648215E-5
finviz	0.43306010928961747	0.27047781569965873	0.33298319327731096	0.7295221843003412	3.88105408E8	2.952944669232238E-6
renewable-energy-world	0.7670011148272018	0.5870307167235495	0.6650555824069598	0.41296928327645055	1362892.0	9.292306799579819E-7
stocksmart	0.0	0.0	NaN	1.0	6161855.5	5.580457340670364E-8
advfn	0.8073701842546064	0.4112627986348123	0.5449406444318824	0.5887372013651877	11996.73046875	1.5618093129887711E-6
updown	0.7161290322580646	0.6629692832764505	0.6885245901639344	0.33703071672354945	2.16426512384E11	1.0276210105075734E-6
finapps-forbes-com	0.7000871839581517	0.6851535836177475	0.692539887882708	0.3148464163822525	2.3529192E8	4.321649385019555E-7
foxbusiness	0.7725752508361204	0.197098976109215	0.3140720598232495	0.802901023890785	27443.279296875	3.3126648304460105E-6
ycharts-com	0.42424242424242425	0.2627986348122867	0.32455216016859856	0.7372013651877133	8.1332992E8	3.8331456064799596E-11
nasdaq-com	1.0	1.0	1.0	0.0	0.0	NaN
boston-com	0.7670011148272018	0.5870307167235495	0.6650555824069598	0.41296928327645055	1363245.875	9.721632068249164E-7
bostonmerchant	0.7670011148272018	0.5870307167235495	0.6650555824069598	0.41296928327645055	1363248.125	9.724052461024257E-7
fool	0.6682242990654206	0.6100682593856656	0.6378233719892953	0.38993174061433444	4.6663984E8	1.964573073109932E-7
insidestocks	0.6976744186046512	0.40955631399317405	0.5161290322580645	0.590443686006826	560456.375	1.0077678780362476E-6
marketwatch	0.6406926406926406	0.6313993174061433	0.6360120326600772	0.3686006825938567	6.09986304E8	2.547636768213124E-8
zacks	0.6680369989722508	0.5546075085324232	0.606060606060606	0.44539249146757676	4.56712672E8	2.5430601624520932E-8
screamingmedia	0.6625592417061611	0.5964163822525598	0.6277503367759318	0.4035836177474402	6.22028992E8	2.54817624778525E-8
stocknod	0.7670011148272018	0.5870307167235495	0.6650555824069598	0.41296928327645055	1362480.75	8.823403732094448E-7
howthemarketworks	0.8436154949784792	0.5017064846416383	0.6292134831460674	0.49829351535836175	14944.490234375	1.8931866634375183E-6
pc-quote	0.7348643006263048	0.6006825938566553	0.6610328638497653	0.39931740614334466	1.055613568E9	1.3102508411577674E-8
chron	0.7670011148272018	0.5870307167235495	0.6650555824069598	0.41296928327645055	1362387.25	8.70463338742411E-7
optimum	0.6644295302013423	0.591296928327645	0.6257336343115124	0.408703071672355	6.4433624E7	1.0366954938945128E-6
business-insider	0.7670011148272018	0.5870307167235495	0.6650555824069598	0.41296928327645055	1363248.125	9.724052461024257E-7
wallstreetsurvivor	0.6676029962546817	0.6083617747440273	0.6366071428571429	0.3916382252559727	3.36061408E8	9.410801453668682E-7
barrons	0.8679525222551929	0.4991467576791809	0.6338028169014085	0.5008532423208192	4.39937856E8	9.994079164243885E-7
predictwallstreet	0.5503355704697986	0.13993174061433447	0.2231292517006803	0.8600682593856656	734283.0625	2.9747153007519955E-7
cnn-money	0.7283311772315654	0.4803754266211604	0.5789203084832905	0.5196245733788396	1.04607792E8	1.0421514389236108E-6
easystockalterts	0.6793327154772938	0.6254266211604096	0.6512661039537984	0.3745733788395904	56814.2109375	2.9958130198792787E-6
personal-wealth-biz	0.5719557195571956	0.5290102389078498	0.549645390070922	0.4709897610921502	648567.625	9.446015525327311E-8
