Source	Precision	Recall	Fmeasure	ErrorRate	MAD	MNAD
finance-abc7chicago-com	0.8286985539488321	0.6356655290102389	0.7194591984548526	0.36433447098976113	1312688.625	4.097785222256789E-7
stockpickr	0.9399249061326659	0.6407849829351536	0.7620497209538306	0.3592150170648464	5320.59521484375	3.3776505006244406E-5
smartmoney	0.8995859213250518	0.7414675767918089	0.8129092609915809	0.25853242320819114	1.4113876992E10	3.307006011254998E-7
minyanville	0.8286985539488321	0.6356655290102389	0.7194591984548526	0.36433447098976113	1312677.125	4.0926749989012023E-7
raymond-james	0.595608417200366	0.5554607508532423	0.5748344370860926	0.4445392491467577	51887.26171875	7.856875186007528E-7
finance-abc7-com	0.8286985539488321	0.6356655290102389	0.7194591984548526	0.36433447098976113	1312695.25	4.1006339301929984E-7
google-finance	0.7551401869158878	0.689419795221843	0.72078501338091	0.31058020477815695	3.62882048E8	2.5275306825278676E-7
marketintellisearch	0.6204301075268818	0.492320819112628	0.549000951474786	0.507679180887372	4.90572032E8	9.538059657643316E-7
msn-money	0.8675213675213675	0.8660409556313993	0.8667805294619984	0.13395904436860073	4.97945408E8	2.5310754381280276E-7
paidcontent	0.8286985539488321	0.6356655290102389	0.7194591984548526	0.36433447098976113	1312676.625	4.092453025350551E-7
thecramerreport	0.3183673469387755	0.13310580204778158	0.18772563176895307	0.8668941979522184	1016121.75	2.3010721861282946E-7
cio-com	0.8610586011342155	0.7773037542662116	0.8170403587443946	0.22269624573378843	1.32325392E8	3.0960657682044257E-7
investorguide	0.34247967479674796	0.28754266211604096	0.31261595547309834	0.712457337883959	8.47773184E8	4.513804954808798E-11
simple-stock-quotes	0.75	0.25341296928327645	0.37882653061224486	0.7465870307167235	NaN	NaN
streetinsider-com	0.8344125809435707	0.7696245733788396	0.8007101642254771	0.2303754266211604	19078.310546875	2.2361673472914845E-6
eresearch-fidelity-com	0.84593837535014	0.773037542662116	0.8078466339723585	0.226962457337884	3.51520896E8	2.3825703010516008E-7
bloomberg	0.646944713870029	0.5691126279863481	0.6055379028597366	0.4308873720136519	2.85549024E8	4.1651111359897186E-7
tmx-quotemedia	0.7760683760683761	0.7747440273037542	0.7754056362083689	0.22525597269624575	2.42957264E8	5.205642992223147E-7
financial-content	0.8286985539488321	0.6356655290102389	0.7194591984548526	0.36433447098976113	1312701.625	4.1035710296455363E-7
yahoo-finance	0.7606837606837606	0.7593856655290102	0.7600341588385995	0.2406143344709898	4.17678464E8	3.438110809383943E-7
scroli	0.8273736128236745	0.5725255972696246	0.6767523953605648	0.4274744027303754	1634509.625	2.5001426706694474E-7
barchart	0.7461538461538462	0.7448805460750854	0.7455166524338174	0.25511945392491464	4.06363776E8	3.0736322287339135E-7
hpcwire	0.8286985539488321	0.6356655290102389	0.7194591984548526	0.36433447098976113	1315097.0	4.869413032793091E-7
stocktwits	0.21666666666666667	0.05546075085324232	0.08831521739130435	0.9445392491467577	NaN	NaN
tickerspy	0.821062441752097	0.7517064846416383	0.7848552338530067	0.24829351535836175	6.03351168E8	3.8165524074429413E-7
investopedia	0.6773547094188377	0.2883959044368601	0.40454817474566135	0.71160409556314	NaN	NaN
thestree	0.9454949944382648	0.7252559726962458	0.8208594881699661	0.27474402730375425	2.79694176E8	6.63183391225175E-6
finviz	0.5191256830601093	0.3242320819112628	0.3991596638655462	0.6757679180887373	4.875576E8	2.3780056324085308E-7
renewable-energy-world	0.8286985539488321	0.6356655290102389	0.7194591984548526	0.36433447098976113	1312681.125	4.0944439660961507E-7
stocksmart	0.0025188916876574307	8.532423208191126E-4	0.0012746972594008922	0.9991467576791809	5777765.0	5.049115969768536E-8
advfn	0.7879799666110183	0.40273037542662116	0.5330321852060982	0.5972696245733788	20136.4609375	8.192180871446908E-7
updown	0.7798507462686567	0.7133105802047781	0.7450980392156863	0.2866894197952219	2.47947968512E11	3.9063974099917687E-7
finapps-forbes-com	0.7582037996545768	0.7491467576791809	0.7536480686695279	0.25085324232081907	2.02367952E8	2.1686658158159844E-7
foxbusiness	0.9733333333333334	0.24914675767918087	0.3967391304347826	0.7508532423208192	53400.25	1.2247659242348163E-6
ycharts-com	0.42090784044016505	0.26109215017064846	0.3222748815165877	0.7389078498293515	8.17281152E8	5.0712579968692495E-11
nasdaq-com	1.0	1.0	1.0	0.0	0.0	NaN
boston-com	0.8286985539488321	0.6356655290102389	0.7194591984548526	0.36433447098976113	1314526.0	4.6436539946626E-7
bostonmerchant	0.8286985539488321	0.6356655290102389	0.7194591984548526	0.36433447098976113	1314523.0	4.642385817987815E-7
fool	0.6121495327102804	0.5588737201365188	0.584299732381802	0.4411262798634812	4.30662112E8	2.304297765931551E-7
insidestocks	0.7463768115942029	0.439419795221843	0.5531686358754028	0.560580204778157	679198.75	6.13776819591294E-7
marketwatch	0.6974716652136007	0.6825938566552902	0.689952565761104	0.31740614334470985	7.0820544E8	2.4959931010926084E-8
zacks	0.7345679012345679	0.6092150170648464	0.666044776119403	0.3907849829351536	5.57911232E8	2.4847819801721016E-8
screamingmedia	0.7125119388729704	0.636518771331058	0.6723749436683191	0.36348122866894195	7.08205632E8	2.4933829223527937E-8
stocknod	0.8286985539488321	0.6356655290102389	0.7194591984548526	0.36433447098976113	1312688.625	4.097741452824266E-7
howthemarketworks	0.8297567954220315	0.4948805460750853	0.6199893105291288	0.5051194539249146	12770.080078125	1.7568048633620492E-6
pc-quote	0.8111888111888111	0.6928327645051194	0.747353888633226	0.30716723549488056	4.26356864E8	9.870984740700806E-8
chron	0.8286985539488321	0.6356655290102389	0.7194591984548526	0.36433447098976113	1314517.875	4.640071722405992E-7
optimum	0.7060518731988472	0.6271331058020477	0.6642566651604157	0.37286689419795227	6.467356E7	1.0930535836450872E-6
business-insider	0.8286985539488321	0.6356655290102389	0.7194591984548526	0.36433447098976113	1314523.0	4.642385817987815E-7
wallstreetsurvivor	0.6822867853795689	0.621160409556314	0.6502903081732917	0.378839590443686	3.91152032E8	8.463393896818161E-7
barrons	0.8249258160237388	0.47440273037542663	0.6023835319609967	0.5255972696245734	4.8534848E8	4.396768531478301E-7
predictwallstreet	0.6733333333333333	0.17235494880546076	0.27445652173913043	0.8276450511945392	674687.5	1.2882169642125518E-7
cnn-money	0.7670886075949367	0.5170648464163823	0.617737003058104	0.4829351535836177	9.936468E7	4.553430699161254E-7
easystockalterts	0.757631822386679	0.6988054607508533	0.7270306258322238	0.30119453924914674	15306.3798828125	1.8997560573552619E-6
personal-wealth-biz	0.6263924592973437	0.6237201365187713	0.6250534416417273	0.37627986348122866	39357.390625	1.5541638731519924E-6
