Source	Precision	Recall	Fmeasure	ErrorRate	MAD	MNAD
marketwatch	0.6695727986050567	0.6564102564102564	0.6629261976694001	0.3435897435897436	5.3248384E8	4.6007230025679746E-8
zacks	0.7023686920700309	0.582905982905983	0.6370854740775338	0.41709401709401706	3.79797696E8	4.596175173787742E-8
screamingmedia	0.6835081029551954	0.6128205128205129	0.6462370437133844	0.38717948717948714	5.59351744E8	4.599642977609619E-8
stocknod	0.782608695652174	0.6	0.6792452830188679	0.4	1760825.5	7.335350460380141E-7
howthemarketworks	0.5408895265423243	0.32222222222222224	0.4038564542046063	0.6777777777777778	35765.83984375	1.3877235005566035E-6
pc-quote	0.8061938061938062	0.6897435897435897	0.7434362045140488	0.31025641025641026	1.230073856E9	1.2302762364413411E-8
chron	0.782608695652174	0.6	0.6792452830188679	0.4	1761928.375	7.709994065407955E-7
optimum	0.7041306436119116	0.6264957264957265	0.6630483943916781	0.3735042735042735	7.9681656E7	2.786148627365037E-7
business-insider	0.782608695652174	0.6	0.6792452830188679	0.4	1760134.75	7.066626039886614E-7
wallstreetsurvivor	0.4807511737089202	0.4376068376068376	0.458165548098434	0.5623931623931624	2.81089024E8	7.521947509303573E-7
barrons	0.8558558558558559	0.48717948717948717	0.6209150326797386	0.5128205128205128	3.55122528E8	3.965491259805276E-7
predictwallstreet	0.8791946308724832	0.22393162393162394	0.3569482288828338	0.7760683760683761	154581.4375	4.233995127833623E-7
cnn-money	0.7794871794871795	0.5196581196581197	0.6235897435897436	0.4803418803418803	1.27388416E8	4.835298454963777E-7
easystockalterts	0.7692307692307693	0.7094017094017094	0.7381058248110272	0.29059829059829057	71127.0078125	4.652426923712483E-6
personal-wealth-biz	0.6645907473309609	0.6384615384615384	0.6512641673931996	0.3615384615384616	86310.5234375	2.209608055636636E-6
