Source	Precision	Recall	Fmeasure	ErrorRate	MAD	MNAD
finance-abc7chicago-com	0.8011173184357542	0.6128205128205129	0.6944309927360774	0.38717948717948714	1602601.875	6.920168260649007E-8
stockpickr	0.9157232704402516	0.6222222222222222	0.740966921119593	0.37777777777777777	137492.125	1.0857844046086029E-7
smartmoney	0.875392670157068	0.7145299145299145	0.7868235294117648	0.28547008547008546	1.360391168E10	5.068212161063457E-8
minyanville	0.8011173184357542	0.6128205128205129	0.6944309927360774	0.38717948717948714	1602597.0	6.919709960584441E-8
raymond-james	0.5926605504587156	0.5521367521367522	0.5716814159292035	0.4478632478632478	116162.3671875	4.4916660613125714E-7
finance-abc7-com	0.8011173184357542	0.6128205128205129	0.6944309927360774	0.38717948717948714	1602602.875	6.920261341747391E-8
google-finance	0.7294007490636704	0.6658119658119658	0.6961572832886506	0.3341880341880342	4.07513952E8	3.5373521001247354E-8
marketintellisearch	0.6062567421790723	0.48034188034188036	0.536003814973772	0.5196581196581196	4.18804416E8	2.8633902360297725E-8
msn-money	0.821917808219178	0.8205128205128205	0.8212147134302823	0.17948717948717952	3.3404928E8	3.518059799034745E-8
paidcontent	0.8011173184357542	0.6128205128205129	0.6944309927360774	0.38717948717948714	1602715.375	6.93066510848439E-8
thecramerreport	0.006036217303822937	0.002564102564102564	0.0035992801439712063	0.9974358974358974	3152485.5	7.584024075413254E-8
cio-com	0.8210227272727273	0.7410256410256411	0.7789757412398922	0.25897435897435894	1.35982304E8	3.6923083825968206E-6
investorguide	0.6979591836734694	0.5846153846153846	0.6362790697674419	0.41538461538461535	9.63428928E8	4.197526701221754E-11
simple-stock-quotes	0.7576530612244898	0.25384615384615383	0.38028169014084506	0.7461538461538462	NaN	NaN
streetinsider-com	0.7827298050139275	0.7205128205128205	0.7503337783711617	0.2794871794871795	134784.671875	1.2164976226358704E-7
eresearch-fidelity-com	0.8091674462114126	0.7393162393162394	0.772666368914694	0.26068376068376065	3.19255712E8	2.02753298594871E-8
bloomberg	0.6575875486381323	0.5777777777777777	0.6151046405823475	0.4222222222222223	3.3053648E8	1.1498381127239554E-6
tmx-quotemedia	0.7696917808219178	0.7683760683760684	0.7690333618477332	0.23162393162393158	2.74385056E8	4.08866505097194E-8
financial-content	0.8011173184357542	0.6128205128205129	0.6944309927360774	0.38717948717948714	1602580.75	6.918219952467553E-8
yahoo-finance	0.7174657534246576	0.7162393162393162	0.7168520102651839	0.28376068376068375	4.77528448E8	5.168100869923364E-6
scroli	0.7843866171003717	0.541025641025641	0.6403641881638847	0.458974358974359	3046639.75	6.93743729129892E-8
barchart	0.6823630136986302	0.6811965811965812	0.6817792985457657	0.3188034188034188	4.30611424E8	1.0513437231907119E-8
hpcwire	0.8011173184357542	0.6128205128205129	0.6944309927360774	0.38717948717948714	1548393.75	6.492225111287553E-6
stocktwits	0.17229729729729729	0.04358974358974359	0.06957708049113234	0.9564102564102565	NaN	NaN
tickerspy	0.7983193277310925	0.7307692307692307	0.7630522088353414	0.2692307692307693	5.63614336E8	5.691212123792866E-8
investopedia	0.898989898989899	0.3803418803418803	0.5345345345345345	0.6196581196581197	NaN	NaN
thestree	0.9206703910614525	0.7042735042735043	0.7980629539951575	0.2957264957264957	2.28489344E8	3.817850569021175E-8
finviz	0.4774281805745554	0.2982905982905983	0.36717517096265123	0.7017094017094017	4.16272672E8	3.872612452937574E-8
renewable-energy-world	0.8011173184357542	0.6128205128205129	0.6944309927360774	0.38717948717948714	1549375.25	5.448251158668427E-6
stocksmart	0.005037783375314861	0.0017094017094017094	0.0025526483726866626	0.9982905982905983	8736699.0	3.933768510933078E-8
advfn	0.7848739495798319	0.39914529914529917	0.5291784702549576	0.6008547008547008	6453.39990234375	7.040888249321142E-6
updown	0.7748837209302326	0.711965811965812	0.7420935412026727	0.288034188034188	2.42987712512E11	2.3923757197508166E-8
finapps-forbes-com	0.7387543252595156	0.7299145299145299	0.7343078245915735	0.2700854700854701	2.03795056E8	3.3957203271484104E-8
foxbusiness	0.9530201342281879	0.24273504273504273	0.3869209809264305	0.7572649572649572	128090.6484375	1.2020035455861944E-7
ycharts-com	0.4074585635359116	0.25213675213675213	0.3115100316789863	0.7478632478632479	7.76250432E8	3.754201463590512E-11
nasdaq-com	1.0	1.0	1.0	0.0	0.0	NaN
boston-com	0.8011173184357542	0.6128205128205129	0.6944309927360774	0.38717948717948714	1549218.5	5.384007636166643E-6
