Source	Precision	Recall	Fmeasure	ErrorRate	MAD	MNAD
finance-abc7chicago-com	0.8248009101251422	0.6196581196581197	0.7076622742801367	0.3803418803418803	1450634.5	2.3112089309051953E-7
stockpickr	0.9435382685069009	0.6427350427350428	0.7646161667513981	0.3572649572649572	18125.291015625	5.525162123376504E-6
smartmoney	0.9056016597510373	0.7461538461538462	0.8181818181818182	0.25384615384615383	1.3970506752E10	1.3275742958285264E-6
minyanville	0.8249721293199554	0.6324786324786325	0.7160135462022255	0.36752136752136755	1322629.0	3.275664084867458E-6
raymond-james	0.614115490375802	0.5726495726495726	0.5926581158779302	0.4273504273504274	43426.1796875	1.0352086974307895E-6
finance-abc7-com	0.8248009101251422	0.6196581196581197	0.7076622742801367	0.3803418803418803	1450634.5	2.3112089309051953E-7
google-finance	0.7640449438202247	0.6974358974358974	0.7292225201072386	0.3025641025641026	3.61450976E8	9.153696964858682E-7
marketintellisearch	0.572198275862069	0.45384615384615384	0.5061963775023832	0.5461538461538462	4.14132832E8	1.583195853527286E-6
msn-money	0.853595890410959	0.8521367521367521	0.8528656971770744	0.1478632478632479	4.26496608E8	9.100912166104536E-7
paidcontent	0.8249721293199554	0.6324786324786325	0.7160135462022255	0.36752136752136755	1322495.875	3.221728320568218E-6
thecramerreport	0.012578616352201259	0.005128205128205128	0.007285974499089253	0.9948717948717949	2964258.0	5.130495139837876E-8
cio-com	0.8570075757575758	0.7735042735042735	0.8131176999101527	0.22649572649572647	1.113294E8	2.1613109311147127E-6
investorguide	0.5688073394495413	0.47692307692307695	0.5188284518828452	0.523076923076923	8.35753856E8	4.471393047489336E-11
simple-stock-quotes	0.748730964467005	0.25213675213675213	0.37723785166240403	0.7478632478632479	NaN	NaN
streetinsider-com	0.8007414272474513	0.7384615384615385	0.768341485104491	0.2615384615384615	75603.796875	2.70828263637668E-6
eresearch-fidelity-com	0.8520599250936329	0.7777777777777778	0.8132260947274352	0.2222222222222222	2.82360512E8	8.981490964288241E-7
bloomberg	0.6724975704567542	0.5914529914529915	0.6293769895407003	0.40854700854700854	2.84866848E8	1.1139943580928957E-6
tmx-quotemedia	0.7936643835616438	0.7923076923076923	0.7929854576561163	0.20769230769230773	2.40403632E8	1.094484218810976E-7
financial-content	0.8248009101251422	0.6196581196581197	0.7076622742801367	0.3803418803418803	1450634.5	2.3112089309051953E-7
