Source	Precision	Recall	Fmeasure	ErrorRate	MAD	MNAD
finapps-forbes-com	0.768566493955095	0.7593856655290102	0.7639484978540773	0.2406143344709898	2.0814264E8	2.652748491982493E-7
foxbusiness	0.94	0.24061433447098976	0.3831521739130435	0.7593856655290102	29735.80078125	1.8164718085245113E-6
ycharts-com	0.5254470426409904	0.32593856655290104	0.4023170089520801	0.6740614334470989	8.68573696E8	5.360628260731026E-11
nasdaq-com	1.0	1.0	1.0	0.0	0.0	NaN
boston-com	0.8364849833147943	0.6416382252559727	0.7262192177691936	0.3583617747440273	1721429.0	7.665663019906788E-7
bostonmerchant	0.8364849833147943	0.6416382252559727	0.7262192177691936	0.3583617747440273	1721423.25	7.662003440600529E-7
fool	0.705607476635514	0.64419795221843	0.6735057983942908	0.35580204778157	4.34546048E8	1.1902388052931201E-7
insidestocks	0.7557803468208093	0.4462457337883959	0.5611587982832619	0.5537542662116042	546894.625	1.4723303820574074E-6
marketwatch	0.6591500433651344	0.6484641638225256	0.653763440860215	0.3515358361774744	6.5799232E8	3.6831718119856305E-8
zacks	0.7222222222222222	0.5989761092150171	0.6548507462686567	0.4010238907849829	4.48642688E8	3.643727808366748E-8
screamingmedia	0.6932573599240266	0.6228668941979523	0.6561797752808989	0.37713310580204773	6.57792768E8	3.683776483853762E-8
stocknod	0.8364849833147943	0.6416382252559727	0.7262192177691936	0.3583617747440273	1721835.25	7.905833854238153E-7
howthemarketworks	0.8512160228898427	0.507679180887372	0.6360235168359165	0.49232081911262804	26196.30078125	1.5337257082137512E-6
pc-quote	0.8241758241758241	0.7039249146757679	0.7593189139438563	0.2960750853242321	6.30612864E8	3.502709233771384E-8
chron	0.8364849833147943	0.6416382252559727	0.7262192177691936	0.3583617747440273	1721576.625	7.74589693719463E-7
optimum	0.6960690316395014	0.6194539249146758	0.6555304740406319	0.38054607508532423	8.2115656E7	1.1291250956446675E-7
business-insider	0.8364849833147943	0.6416382252559727	0.7262192177691936	0.3583617747440273	1721748.625	7.849241114854522E-7
wallstreetsurvivor	0.720491029272899	0.6510238907849829	0.6839982070820261	0.3489761092150171	3.36488896E8	7.882386512392259E-7
barrons	0.841246290801187	0.48378839590443684	0.6143011917659805	0.5162116040955631	4.59627168E8	6.434596571125439E-7
predictwallstreet	0.7666666666666667	0.1962457337883959	0.31250000000000006	0.8037542662116041	932692.8125	8.652944671894147E-8
cnn-money	0.7871794871794872	0.5238907849829352	0.6290983606557377	0.4761092150170648	1.25975592E8	6.143039854578092E-7
easystockalterts	0.7668825161887142	0.7073378839590444	0.7359076786506881	0.2926621160409556	156606.375	3.971030935190356E-7
personal-wealth-biz	0.6269767441860465	0.5750853242320819	0.599910992434357	0.4249146757679181	29357.220703125	1.80359768364724E-6
