Source	Precision	Recall	Fmeasure	ErrorRate	MAD	MNAD
finance-abc7chicago-com	0.8298109010011123	0.6354344122657581	0.7197298601061264	0.36456558773424186	1472433.125	4.090655352229078E-7
stockpickr	0.9424280350438048	0.641396933560477	0.7633046122655853	0.358603066439523	44280.94140625	8.287744890367321E-7
smartmoney	0.9009193054136875	0.7512776831345827	0.8193218764514631	0.24872231686541735	1.4471405568E10	3.714986007707921E-7
minyanville	0.8298109010011123	0.6354344122657581	0.7197298601061264	0.36456558773424186	1472728.75	4.1286705254606204E-7
raymond-james	0.5992680695333943	0.5579216354344123	0.5778561976179973	0.4420783645655877	84714.46875	4.951256187268882E-7
finance-abc7-com	0.8298109010011123	0.6354344122657581	0.7197298601061264	0.36456558773424186	1472433.75	4.0908253140514717E-7
google-finance	0.7444029850746269	0.6797274275979557	0.7105966162065894	0.3202725724020443	3.90156192E8	2.515996584406821E-7
marketintellisearch	0.5445757250268528	0.43185689948892675	0.4817102137767221	0.5681431005110733	4.29665728E8	8.685049692758184E-7
msn-money	0.8583617747440273	0.8568994889267462	0.8576300085251491	0.14310051107325383	4.38042304E8	2.5522581381665077E-7
paidcontent	0.8298109010011123	0.6354344122657581	0.7197298601061264	0.36456558773424186	1472671.25	4.1211202983504336E-7
thecramerreport	0.002105263157894737	8.517887563884157E-4	0.001212856276531231	0.9991482112436116	3405446.75	5.480053388851047E-8
cio-com	0.8603773584905661	0.7768313458262351	0.8164726947179948	0.22316865417376486	1.36464736E8	2.2710483449372987E-7
investorguide	0.7225609756097561	0.6056218057921635	0.6589434661723818	0.3943781942078365	9.33334848E8	3.8606454838552295E-11
simple-stock-quotes	0.75	0.25298126064735943	0.378343949044586	0.7470187393526406	NaN	NaN
streetinsider-com	0.7705827937095282	0.7095400340715503	0.7388026607538803	0.2904599659284497	112370.25	1.2857641422669985E-6
eresearch-fidelity-com	0.8219944082013048	0.7512776831345827	0.7850467289719626	0.24872231686541735	2.97120384E8	2.241072039055325E-8
bloomberg	0.6492248062015504	0.5706984667802385	0.6074342701722575	0.4293015332197615	3.20549824E8	1.666682578616019E-7
tmx-quotemedia	0.7790102389078498	0.7776831345826235	0.7783461210571185	0.2223168654173765	2.73708E8	5.818416752845224E-7
financial-content	0.8298109010011123	0.6354344122657581	0.7197298601061264	0.36456558773424186	1472431.25	4.090320828709082E-7
yahoo-finance	0.7431740614334471	0.74190800681431	0.7425404944586531	0.25809199318569	4.62027296E8	5.555431243919884E-7
scroli	0.8088779284833539	0.5587734241908007	0.6609571788413098	0.44122657580919933	1641087.625	2.1751307599515712E-7
barchart	0.7559726962457338	0.7546848381601363	0.7553282182438193	0.24531516183986368	4.39320256E8	5.145900559000438E-7
hpcwire	0.8298109010011123	0.6354344122657581	0.7197298601061264	0.36456558773424186	1472485.25	4.096562520317093E-7
stocktwits	0.2727272727272727	0.06899488926746167	0.11012916383412645	0.9310051107325383	NaN	NaN
tickerspy	0.8213953488372093	0.752129471890971	0.7852378835037794	0.247870528109029	5.25667968E8	4.3537633587220625E-7
investopedia	0.8096192384769539	0.3441226575809199	0.4829647340107591	0.65587734241908	NaN	NaN
thestree	0.9477196885428254	0.7257240204429302	0.8219971056439942	0.27427597955706984	1.9759064E8	2.6864870505960425E-7
finviz	0.5156889495225102	0.3219761499148211	0.3964341898269533	0.678023850085179	4.27220608E8	2.9647074484273617E-7
renewable-energy-world	0.8298109010011123	0.6354344122657581	0.7197298601061264	0.36456558773424186	1472366.5	4.074595665315428E-7
stocksmart	0.0	0.0	NaN	1.0	5659584.5	4.611819193200972E-8
advfn	0.8046744574290484	0.41056218057921634	0.5437112239142695	0.5894378194207837	46681.98046875	7.254732850014989E-7
updown	0.7880733944954128	0.731686541737649	0.758833922261484	0.268313458262351	2.45403615232E11	3.8627823073511536E-7
finapps-forbes-com	0.7620689655172413	0.7529812606473595	0.7574978577549272	0.24701873935264052	2.07632576E8	2.417845053059864E-7
foxbusiness	0.9933333333333333	0.25383304940374785	0.40434192672998637	0.7461669505962522	28220.640625	1.9145697933709016E-6
ycharts-com	0.44642857142857145	0.2768313458262351	0.34174553101997895	0.723168654173765	8.34423104E8	3.890256172756068E-11
nasdaq-com	1.0	1.0	1.0	0.0	0.0	NaN
boston-com	0.8298109010011123	0.6354344122657581	0.7197298601061264	0.36456558773424186	1473801.25	4.139300529004686E-7
bostonmerchant	0.8298109010011123	0.6354344122657581	0.7197298601061264	0.36456558773424186	1472040.375	4.027727413813409E-7
fool	0.7276119402985075	0.6643952299829642	0.6945681211041853	0.3356047700170358	4.71840128E8	3.647498942882521E-7
insidestocks	0.8106936416184971	0.4778534923339012	0.6012861736334404	0.5221465076660988	602270.625	9.136032304013497E-7
