Source	Precision	Recall	Fmeasure	ErrorRate	MAD	MNAD
finance-abc7chicago-com	0.8242491657397107	0.6322525597269625	0.7155963302752294	0.3677474402730375	1771318.25	4.5175048057899403E-7
stockpickr	0.9461827284105131	0.6450511945392492	0.7671232876712328	0.3549488054607508	11017.3828125	1.602702286618296E-5
smartmoney	0.9058341862845445	0.7551194539249146	0.8236389018147976	0.24488054607508536	1.4220386304E10	3.388616960364743E-7
minyanville	0.8242491657397107	0.6322525597269625	0.7155963302752294	0.3677474402730375	1771242.75	4.4880988525619614E-7
raymond-james	0.6102470265324794	0.5691126279863481	0.588962472406181	0.4308873720136519	71217.0390625	5.130105478201585E-7
finance-abc7-com	0.8242491657397107	0.6322525597269625	0.7155963302752294	0.3677474402730375	1771318.25	4.5175048057899403E-7
google-finance	0.7523364485981309	0.6868600682593856	0.7181088314005353	0.3131399317406144	3.71334528E8	2.377271925979585E-7
marketintellisearch	0.6206896551724138	0.49146757679180886	0.5485714285714285	0.5085324232081911	3.91324864E8	9.677370371719007E-7
msn-money	0.8717948717948718	0.8703071672354948	0.8710503842869343	0.12969283276450516	4.01074208E8	2.3799303505711578E-7
paidcontent	0.8242491657397107	0.6322525597269625	0.7155963302752294	0.3677474402730375	1771233.125	4.4842633428743284E-7
thecramerreport	0.6682027649769585	0.24744027303754265	0.36114570361145704	0.7525597269624573	1598719.0	9.957853563946628E-8
cio-com	0.8617731172545281	0.7713310580204779	0.8140477262494371	0.22866894197952214	1.44463056E8	3.4135055670958536E-7
investorguide	0.7022653721682848	0.5554607508532423	0.6202953787517865	0.4445392491467577	9.1409952E8	4.412566145806096E-11
simple-stock-quotes	0.7471590909090909	0.22440273037542663	0.3451443569553806	0.7755972696245734	NaN	NaN
streetinsider-com	0.8371877890841813	0.7721843003412969	0.8033732800710165	0.22781569965870307	36476.46875	2.4454407139273826E-6
eresearch-fidelity-com	0.8562091503267973	0.7824232081911263	0.8176549264378065	0.21757679180887368	2.46011488E8	2.585784102393518E-7
bloomberg	0.6511175898931001	0.5716723549488054	0.6088141753748296	0.4283276450511946	2.94979584E8	4.366898735952418E-7
tmx-quotemedia	0.7923076923076923	0.7909556313993175	0.7916310845431255	0.20904436860068254	2.46934048E8	5.168571988178883E-7
financial-content	0.8242491657397107	0.6322525597269625	0.7155963302752294	0.3677474402730375	1771308.375	4.513717897225433E-7
yahoo-finance	0.7609075043630017	0.7440273037542662	0.7523727351164798	0.2559726962457338	4.39294336E8	3.433252686591004E-7
scroli	0.8249075215782984	0.5708191126279863	0.6747352496217852	0.42918088737201365	1541711.0	2.401353356162872E-7
barchart	0.7572649572649572	0.7559726962457338	0.7566182749786508	0.24402730375426618	4.10676672E8	4.046733863560803E-7
hpcwire	0.8242491657397107	0.6322525597269625	0.7155963302752294	0.3677474402730375	1775022.875	5.606705713034899E-7
stocktwits	0.4	0.10238907849829351	0.16304347826086957	0.8976109215017065	NaN	NaN
tickerspy	0.7809878844361603	0.7150170648464164	0.7465478841870824	0.28498293515358364	4.69238144E8	1.53214250531164E-6
investopedia	0.779559118236473	0.3319112627986348	0.4655894673847996	0.6680887372013652	NaN	NaN
thestree	0.949944382647386	0.7286689419795221	0.8247223563495896	0.27133105802047786	2.01914144E8	4.5881665755587164E-6
finviz	0.5259562841530054	0.32849829351535836	0.4044117647058823	0.6715017064846416	3.86430848E8	1.0620614148137975E-6
renewable-energy-world	0.8242491657397107	0.6322525597269625	0.7155963302752294	0.3677474402730375	1771290.125	4.506577795382327E-7
stocksmart	0.0	0.0	NaN	1.0	5262536.0	8.043577537364399E-8
advfn	0.8046744574290484	0.4112627986348123	0.544325239977414	0.5887372013651877	35601.76171875	1.2233084589752252E-6
updown	0.8616915422885573	0.7389078498293515	0.7955902618282041	0.26109215017064846	4.0442933248E10	7.217075790322269E-7
finapps-forbes-com	0.7625215889464594	0.7534129692832765	0.7579399141630901	0.2465870307167235	2.11072272E8	2.0944024470281875E-7
foxbusiness	0.9866666666666667	0.2525597269624573	0.40217391304347827	0.7474402730375427	48731.87890625	1.5440475635841722E-6
