Source	Precision	Recall	Fmeasure	ErrorRate	MAD	MNAD
finance-abc7chicago-com	0.8093645484949833	0.6194539249146758	0.7017883035282745	0.38054607508532423	1542139.625	5.53065206077008E-7
stockpickr	0.9146800501882058	0.6220136518771331	0.7404773996952767	0.3779863481228669	9721.013671875	1.937836714205332E-5
smartmoney	0.8631138975966562	0.7047781569965871	0.7759511507750118	0.2952218430034129	1.4387632128E10	3.658671801076707E-7
minyanville	0.8060200668896321	0.6168941979522184	0.6988883518608022	0.38310580204778155	1545107.5	6.007272190799995E-7
raymond-james	0.5847846012832264	0.5443686006825939	0.5638532920901459	0.45563139931740615	62690.53125	6.594397063963697E-7
finance-abc7-com	0.8093645484949833	0.6194539249146758	0.7017883035282745	0.38054607508532423	1542144.125	5.533100306820415E-7
google-finance	0.7233644859813084	0.6604095563139932	0.6904549509366638	0.33959044368600677	4.09803136E8	4.74112027859519E-7
marketintellisearch	0.5846817691477886	0.46245733788395904	0.5164363982848976	0.537542662116041	4.03922656E8	4.3696923057723325E-7
msn-money	0.8205128205128205	0.8191126279863481	0.8198121263877028	0.1808873720136519	4.34450944E8	2.840608033238823E-7
paidcontent	0.8093645484949833	0.6194539249146758	0.7017883035282745	0.38054607508532423	1542028.75	5.470667474583024E-7
thecramerreport	0.8012048192771084	0.34044368600682595	0.47784431137724553	0.659556313993174	33220.37890625	1.1231935559408157E-6
cio-com	0.8270321361058601	0.7465870307167235	0.7847533632286995	0.2534129692832765	1.36151088E8	3.6188745866638783E-7
investorguide	0.719959266802444	0.6032423208191127	0.6564531104921077	0.39675767918088733	9.2240032E8	3.9217476488495606E-11
simple-stock-quotes	0.7309644670050761	0.24573378839590443	0.367816091954023	0.7542662116040956	NaN	NaN
streetinsider-com	0.7395736793327155	0.6808873720136519	0.7090182141270547	0.3191126279863481	101517.359375	1.220955482494901E-6
eresearch-fidelity-com	0.8123249299719888	0.742320819112628	0.7757467677218011	0.25767918088737196	2.88583776E8	2.4692326405784115E-8
bloomberg	0.6514563106796116	0.5725255972696246	0.6094459582198002	0.4274744027303754	3.2256304E8	5.4862550058487614E-8
tmx-quotemedia	0.7700854700854701	0.7687713310580204	0.7694278394534585	0.23122866894197958	2.72580096E8	7.29963801404665E-7
financial-content	0.8093645484949833	0.6194539249146758	0.7017883035282745	0.38054607508532423	1542134.25	5.527678581529472E-7
yahoo-finance	0.711965811965812	0.7107508532423208	0.7113578138343296	0.2892491467576792	4.56559744E8	3.8093696730356896E-7
scroli	0.7977805178791615	0.5520477815699659	0.6525466464952093	0.4479522184300341	1766187.5	2.938852219358523E-7
barchart	0.67008547008547	0.6689419795221843	0.6695132365499572	0.33105802047781574	4.33910368E8	7.433019533209517E-8
